_no,category,name,address,phone,note,sido,sigungu,source
382,음식점,열평국밥,서구 죽봉대로 99(광천동),062-351-1011,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
383,음식점,오리랑아구랑,서구 죽봉대로97번길 5(광천동),062-362-2505,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
384,음식점,우와돈이네정육점,서구 죽봉대로111번길 24(광천동),062-366-2910,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
385,기타(금융기관),신흥새마을금고,서구 죽봉대로 109(광천동),062-368-5500,,광주광역시,서구,서구청_착한가게
386,기타(금융기관),광주중부신협,서구 죽봉대로 132(광천동),062-363-3685,,광주광역시,서구,서구청_착한가게
387,의료기관,형치과,서구 화운로 304-1(광천동),062-367-0025,,광주광역시,서구,서구청_착한가게
388,기타(복지기관),비젼스쿨지역아동센터,"서구 상일로24번길 19, 2층(쌍촌동)",0507-1497-3449,,광주광역시,서구,서구청_착한가게
389,마트,에덴마트,북구 무등로 10-1(임동),062-367-1033,,광주광역시,서구,서구청_착한가게
390,소매업(건강식품),광동흑염소집,서구 광천효광길 22(광천동),,,광주광역시,서구,서구청_착한가게
391,기타(복지용구),토마토의료기,서구 내방로398번길 5(농성동),0507-1379-4747,,광주광역시,서구,서구청_착한가게
392,중소기업,㈜호남가구장식,서구 죽봉대로 136(광천동),062-366-5639,,광주광역시,서구,서구청_착한가게
393,음식점,나주곰탕,서구 죽봉대로97번길 8(광천동),062-363-1441,,광주광역시,서구,서구청_착한가게
394,중소기업,금강개발㈜,북구 동운로 98-4(동림동),062-365-3521,,광주광역시,서구,서구청_착한가게
395,음식점,삼삼구이,서구 무진대로963번길 1(광천동),062-363-2333,,광주광역시,서구,서구청_착한가게
396,기타(장례식장),선한병원장례식장,서구 무진대로 975(광천동),062-365-4004,,광주광역시,서구,서구청_착한가게
397,기타(정비소),창덕카모터스GEN2,서구 죽봉대로112번길 9(광천동),0507-1301-3216,,광주광역시,서구,서구청_착한가게
398,음식점,김밥원칙,"서구 무진대로 904, 1층 유스퀘어(광천동)",,,광주광역시,서구,서구청_착한가게
399,음식점,설화머리방,서구 죽봉대로111번길 14(광천동),062-366-3055,,광주광역시,서구,서구청_착한가게
400,음식점,깻잎통닭,서구 상무버들로 41(유촌동),062-373-3599,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
401,음식점,마지촌,서구 천변좌하로486(쌍촌동),062-375-0592,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
402,음식점,섬진강추어탕,서구 천변우하로293(유촌동),062-376-7535,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
403,음식점,어란항,서구 칠성로52번길 1(유촌동),062-373-9029,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
404,음식점,참일능이버섯백숙,서구 천변우하로 297,062-372-4617,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
405,마트,푸드마켓 버들점,서구 상무버들로 32(유촌동),062-374-8600,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
406,중소기업,(유)수례택시,서구 유덕로 160,062-373-5298,,광주광역시,서구,서구청_착한가게
407,음식점,미향,서구 상무버들로54번길 21(유촌동),062-372-7635,,광주광역시,서구,서구청_착한가게
408,음식점,백년미가,서구 유덕로28번길 18(유촌동),062-946-3392,,광주광역시,서구,서구청_착한가게
409,음식점,칠성골,서구 천변좌하로484번길 4-1,062-367-8151,,광주광역시,서구,서구청_착한가게
410,소매업(낚시용품),윤피싱,서구 유덕로27번길 4(유촌동),062-974-8663,,광주광역시,서구,서구청_착한가게
411,기타(복지용구),토마토의료기,서구 내방로398번길 5(농성동),062-447-4748,,광주광역시,서구,서구청_착한가게
412,음식점(카페),양벽 로스터리,서구 천변우하로 309-20(유촌동),062-373-0611,,광주광역시,서구,서구청_착한가게
413,의료기관,신성하내과,서구 상무버들로 28(유촌동),062-384-8575,,광주광역시,서구,서구청_착한가게
414,음식점,1도시맥주,광주 서구 상무버들로40번길 1 (유촌동),062-524-4444,,광주광역시,서구,서구청_착한가게
415,음식점,철수야꾸어꾸어,광주 서구 동천로10번길 20-4(동천동),062-529-7779,,광주광역시,서구,서구청_착한가게
416,음식점,철주네식육식당,광주 서구 상무버들로54번길 17 1층(유촌동),062-381-5955,,광주광역시,서구,서구청_착한가게
417,기타(정비소),기아오토큐쌍촌점,서구 천변좌하로430(유촌동),062-383-8272,,광주광역시,서구,서구청_착한가게
418,기타(정비소),상무1급자동차공업사,서구 상무누리로131-1(치평동),062-371-3444,,광주광역시,서구,서구청_착한가게
419,기타(정비소),쌍촌점 현대자동차서비스,서구 천변좌하로 484번길 2(쌍촌동),062-375-8204,,광주광역시,서구,서구청_착한가게
420,기타(정비소),썬카리페어,서구 칠성로35번길 6-5(유촌동),062-375-5109,,광주광역시,서구,서구청_착한가게
421,중소기업,(주)늘푸른자원,서구 무진대로 565-1(덕흥동),062-372-3001,,광주광역시,서구,서구청_착한가게
422,기타(고물),책을읽는아이들,서구 칠성로 11-1(유촌동),062-373-9766,,광주광역시,서구,서구청_착한가게
423,소매업(세탁소),호반우리세탁소,서구 상무버들로45(유촌동),062-381-2737,,광주광역시,서구,서구청_착한가게
424,음식점(카페),㈜올모,광주 서구 덕흥2길 9(덕흥동),070-8740-6224,,광주광역시,서구,서구청_착한가게
425,기타(교육기관),도날드유치원,서구 유덕로6번길 6(유촌동),062-371-3567,,광주광역시,서구,서구청_착한가게
426,기타(언론기관),중소상공인뉴스,광주 남구 대남대로 351 동강오피스빌 11층(월산동),1855-1696,,광주광역시,서구,서구청_착한가게
427,의료기관,예지메디뷰의원,서구 상무버들로 36(유촌동),062-373-3377,,광주광역시,서구,서구청_착한가게
428,의료기관,허웅치과의원,광주 서구 상무버들로 13(유촌동),062-383-7528,,광주광역시,서구,서구청_착한가게
429,중소기업,(주)우수건설기계,서구 하남대로502번길 20-11(덕흥동),1522-1609,,광주광역시,서구,서구청_착한가게
430,중소기업,다산실업,서구 유덕로 34(유촌동),062-945-2251,,광주광역시,서구,서구청_착한가게
431,중소기업,덕명산업,서구 천변우하로 171(덕흥동),062-374-2312,,광주광역시,서구,서구청_착한가게
432,중소기업,부흥음향,광주 서구 칠성로35번길 6-10(쌍촌동),,,광주광역시,서구,서구청_착한가게
433,기타(가구업체),성원퍼니처,서구 유덕로169(덕흥동),062-371-9685,,광주광역시,서구,서구청_착한가게
434,중소기업,수리장식,서구 칠성로 11(유촌동),062-381-8204,,광주광역시,서구,서구청_착한가게
435,중소기업,수하우징,서구 유덕로 30(유촌동),062-375-0074,,광주광역시,서구,서구청_착한가게
436,중소기업,신화건기,광주 서구 상무버들로53번길 22-1 2층(유촌동),062-381-2606,,광주광역시,서구,서구청_착한가게
437,중소기업,우리기업,광주광역시 광산구 송도로 252-2(송정동),062-943-7835,,광주광역시,서구,서구청_착한가게
438,중소기업,정가구다움주식회사,서구 무진대로469(덕흥동),062-941-0404,,광주광역시,서구,서구청_착한가게
439,중소기업,㈜공간디자인가구,서구 무진대로 484(덕흥동),062-381-5484,,광주광역시,서구,서구청_착한가게
440,중소기업,㈜광산환경,광주 서구 무진대로 468(덕흥동),062-531-6112,,광주광역시,서구,서구청_착한가게
441,중소기업,㈜광주화장실,서구 2순환로 2344(덕흥동),062-366-0056,,광주광역시,서구,서구청_착한가게
442,중소기업,㈜길현건설,서구 덕흥2길 8(덕흥동),062-383-6277,,광주광역시,서구,서구청_착한가게
443,중소기업,㈜대성포장산업,광주광역시 광산구 평동산단로 140(월전동),062-374-0011,,광주광역시,서구,서구청_착한가게
444,중소기업,㈜덕유환경개발,서구 무진대로 449-3(덕흥동),062-524-0400,,광주광역시,서구,서구청_착한가게
445,중소기업,㈜두리광고공사,서구 천변우하로259(유촌동),062-374-2204,,광주광역시,서구,서구청_착한가게
446,중소기업,㈜목송산업개발,광주 서구 무진대로 567(덕흥동),062-383-1482,,광주광역시,서구,서구청_착한가게
447,중소기업,㈜무사고안전철물,서구 천변좌하로380(유촌동),,,광주광역시,서구,서구청_착한가게
448,중소기업,㈜삼진환경산업,서구 유덕로6번길 30-29(유촌동),,,광주광역시,서구,서구청_착한가게
449,중소기업,㈜선우,서구 유덕로6번길 30-59(유촌동),062-962-6844,,광주광역시,서구,서구청_착한가게
450,중소기업,㈜세웅,서구 덕흥4길 18-13(덕흥동),,,광주광역시,서구,서구청_착한가게
451,중소기업,㈜세진엔지니어링,서구 유덕로50-1(유촌동),1588-4556,,광주광역시,서구,서구청_착한가게
452,중소기업,㈜아나이스,서구 유덕로6번길 30-59(유촌동),070-8890-5763,,광주광역시,서구,서구청_착한가게
453,중소기업,㈜영진특수개발,서구 유덕로132-1(덕흥동),062-384-1188,,광주광역시,서구,서구청_착한가게
454,중소기업,㈜창윤산업,서구 무진대로508(덕흥동),,,광주광역시,서구,서구청_착한가게
455,중소기업,㈜채움퍼니처,서구 유덕로 20(유촌동),062-361-3400,,광주광역시,서구,서구청_착한가게
456,중소기업,㈜청동창호,광주 서구 무진대로 485(덕흥동),062-376-0444,,광주광역시,서구,서구청_착한가게
457,중소기업,㈜청화식품,서구 무진대로509(덕흥동),062-369-9210,,광주광역시,서구,서구청_착한가게
458,중소기업,㈜태혁산업(장태규),서구 무진대로 519(덕흥동),062-511-5647,,광주광역시,서구,서구청_착한가게
459,중소기업,영우산업,"서구 유덕로27번길 29, 2층(유촌동)",062-375-3707,,광주광역시,서구,서구청_착한가게
460,소매업(축산),바른고기 정육점,서구 상무버들로 38(유촌동),062-381-8245,,광주광역시,서구,서구청_착한가게
461,소매업(방앗간),하늘시루떡집,서구 상무버들로 32(유촌동),062-573-8504,,광주광역시,서구,서구청_착한가게
462,음식점,밥이나한잔해,서구 상무버들로 40번길 17-1,0507-1321-3423,,광주광역시,서구,서구청_착한가게
463,음식점,느그집,서구 칠성로4번길 7-9,062-383-9210,,광주광역시,서구,서구청_착한가게
464,소매업(화훼),꽃이야기,광주 서구 상무버들로13,0507-463-4156,,광주광역시,서구,서구청_착한가게
465,음식점(카페),소몽당,"광주 서구 상무버들로18, 1층",0507-1407-2126,,광주광역시,서구,서구청_착한가게
466,음식점(카페),뚜레주르버들마을점,서구 상무버들로 35,062-373-3128,,광주광역시,서구,서구청_착한가게
467,중소기업,건국산업개발,서구 천변좌하로 540,,,광주광역시,서구,서구청_착한가게
468,중소기업,금강개발㈜,광주광역시 북구 동운로 98-4,,,광주광역시,서구,서구청_착한가게
469,음식점,수라간,"서구 치평로 77 (치평동, 중흥아파트) 수라간 (상가동)",062-372-8777,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
470,음식점,(주)미소당광수발효떡,"서구 상무대로 815 , (주)미소당광수발효떡 (치평동)",062-523-2727,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
471,음식점,1층고깃집,서구 상무화원로32번길 25-10 1층,0507-1368-8883,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
472,음식점,김밥나라 맛드림점,"서구 상무평화로 79, 1층 김밥나라 (치평동)",062-383-3891,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
473,음식점,맛과향,"서구 상무공원로 33, 1층 맛과향(치평동, 상무1차우미아파트상가)",062-372-9100,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
474,음식점,무등산생고기,"서구 상무화원로18번길 2 , (치평동)",062-376-9916,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
475,음식점,복호두광주상무점,"서구 상무중앙로 101, 차스타워신관 107호 (치평동)",,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
476,음식점,본향계절한정식,서구 천변좌하로 268 (치평동),062-973-4410,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
477,음식점,브로샌드위치 상무본점,"서구 치평로 2, 104호 (치평동)",0507-1498-2577,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
478,음식점,상무생복집,서구 시청서편로 4번길 19-9(치평동),062-373-5670,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
479,음식점,서울족발보쌈,서구 상무화원로 32번길 13-18 (치평동),062-373-7211,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
480,음식점,시민공원포차,서구 상무공원로 112-109호,062-372-9902,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
481,음식점,옥과한우촌 ㈜에이치티에이치,"서구 내방로 39-1, 1층 (치평동)",062-383-1592,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
482,음식점,이비가짬뽕 상무점,서구 천변좌하로 266 (치평동),062-375-8588,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
483,음식점,친츠,"서구 상무누리로 15, 2층(친츠)",062-383-2046,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
484,음식점,하해가,"서구 내방로 37 , (치평동, 비아로마)",062-381-4913,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
485,마트,해광한신마트,"서구 상무공원로 112, 103호 해광한신마트 (치평동)",062-381-9705,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
486,음식점,롯데리아 상무점,"서구 상무중앙로 95, 1층 롯데리아 (치평동)",062-382-1236,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
487,의료기관,더슬림한약국,"서구 치평로 26 ,1층 (치평동)",062-373-0059,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
488,의료기관,상무드림내과,"서구 상무중앙로 95 , 차스타워 본관 2층 (치평동)",062-371-5880,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
489,음식점,대원한우명가,"서구 내방로 35 , 1층 (치평동)",062-376-8594,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
490,중소기업,(주)참조은푸드,"서구 상무중앙로 110 , 지하1층 (치평동, 우체국보험광주회관)",062-373-9956,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
491,음식점,무등산영양돌솥밥,"서구 치평로 60, 102호 (치평동)",062-373-1080,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
492,의료기관,경희자혜한의원,"서구 치평로 60, 401호",062-352-0352,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
493,의료기관,상무참약국,"서구 운천로 223, 상무참약국",062-418-9428,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
494,의료기관,힐링온누리약국,"서구 운천로 213, 1층 5호 힐링온누리약국",062-371-8859,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
495,음식점,던킨 광주상무점,"서구 상무중앙로 29, 던킨 광주상무점",062-383-3377,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
496,의료기관,예인원치과병원,"서구 상무공원로 7, 4층 예인원치과병원",062-384-7575,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
497,의료기관,햇살약국,"서구 상무중앙로 95, 1층 햇살약국 (치평동)",062-381-3331,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
498,음식점,황금코다리,"서구 내방로 33, 1층 황금코다리 (치평동)",062-372-7888,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
499,음식점,또순이네집밥,"서구 상무대로 723, 1층 (치평동)",062-383-6007,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
500,음식점,bhc상무점,"서구 치평로 18, 1층 111~112호",062-381-3336,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
501,음식점,샐러드바스켓 광주상무점,"서구 상무중앙로 101, 108호",062-373-2035,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
502,음식점,삼희불낙 상무본점,서구 상무누리로 143,062-383-3233,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
503,음식점,(주)용산양꼬치,"서구 상무연하로 11, 1층 용산양꼬치",062-371-4140,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
504,소매업(식료품),정관장 상무점,"서구 치평로 116, 월계순타운 108호",062-373-7345,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
505,마트,텃밭마트상무점,"광주광역시 서구 치평로 79, 1층(중흥아파트 상가)",062-381-7200,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
506,마트,상무마트,"서구 마륵로 108, 1층",062-372-0500,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
507,마트,빅푸드 식자재,"서구 상무중앙로 43, 110호",062-381-4488,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
508,의료기관,아삭플란트치과,"서구 상무자유로 173, 2층",062-716-2808,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
509,의료기관,씨티한방병원,"서구 상무자유로 179, 5-9층",062-373-7700,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
510,의료기관,완플란트 치과의원,"서구 상무중앙로34번길 2, 2~4층",062-710-7522,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
511,의료기관,상아한의원,"서구 치평로 77, 중흥아파트 2차 상가 2층",062-371-3456,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
512,기타(안경원),안경공장 아이데코안경원,서구 상무대로 823,062-376-4177,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
513,음식점,갈무리,"서구 상무화원로32번길 19, 1층",062-373-3798,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
514,음식점,우리들목장 빛고을흑염소,서구 내방로 19,062-384-7300,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
515,음식점,진미청국장,"서구 내방로 27, 1층",062-374-1910,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
516,음식점,상무육개장,"서구 마륵로 100, 1층",062-385-3851,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
517,음식점,주식회사 토배기(우정관),서구 마륵보개로 68-10,062-374-1101,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
518,음식점,㈜한돈가(컴포즈커피 광주시민공원점,"서구 상무공원로 92, 101호",062-385-3526,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
519,음식점,기호식품,서구 상무번영로 12,062-375-9882,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
520,음식점,점심엔상무밥집24시,"서구 상무연하로 62, 1층",0507-1328-9845,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
521,음식점,나정상회㈜,서구 상무자유로 24,062-944-1489,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
522,음식점(카페),빽다방 광주상무1호점,"서구 상무중앙로 103, 1층 108호",070-8671-1447,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
523,음식점,정주막,"서구 상무중앙로78번길 9, 1층",0507-1324-9625,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
524,음식점,여우야,"서구 시청로 27, 상무메이루즈 1층, 125호",062-384-1116,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
525,음식점(카페),화이트리에 광주상무점,"서구 치평로 106, 1층",062-716-5688,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
526,음식점,마륵동왕갈비탕,"서구 치평로 116, 월계순타운 109호, 110호",062-470-6981,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
527,음식점,상무고깃집,"서구 치평로 18, 109호",062-383-9888,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
528,음식점,동이네,"서구 치평로 79, 1층(중흥아파트 상가)",062-373-8866,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
529,음식점,보배반점,"서구 치평로 80, 1층",0507-1497-0215,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
530,음식점,다르다김밥 주먹밥상무직영점,"서구 치평로 86, 1층 107~108호",062-381-1127,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
531,음식점,칠분통닭 상무점,"서구 치평로 86, 1층(치평동, 보광빌딩)",062-372-7292,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
532,음식점,빽바지집(포차),"서구 치평로77, 중흥상가 105호",062-383-4118,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
533,중소기업,㈜야크광주아울렛점,서구 상무대로 627,062-372-0800,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
534,기타(정비소),상무1급자동차공업사,서구 상무누리로 131-1,062-371-3444,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
535,기타(정비소),타이어프로 상무점,"서구 상무대로 827, 1층",062-385-5353,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
536,기타(정비소),치평현대모터스,서구 시청로 2,062-373-8572,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
537,음식점(카페),카페지앤티컨벤션점,"서구 상무화원로3번길 16, 1층",062-376-0907,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
538,음식점,오느래,"서구 천변좌하로 288, 1층 오느래",없음,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
539,기타(체육관),포에스짐,"서구 상무중앙로78번길 5-6, 8층 영효빌딩",062-371-5959,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
540,중소기업,(유)아주환경,"서구 치평로 63 , 2층 (치평동, 치평동우체국)",062-384-2286,,광주광역시,서구,서구청_착한가게
541,마트,(유)정민상사 푸드마켓 광주상무점,"서구 치평로 124, 1층(푸드마켓 광주상무점)",062-382-6552,,광주광역시,서구,서구청_착한가게
542,마트,축협 하나로마트,서구 상무대로 687,062-228-1087,,광주광역시,서구,서구청_착한가게
543,음식점,스시도감,"서구 치평로 106, 1층",062-381-8898,,광주광역시,서구,서구청_착한가게
544,중소기업,(주)광주오피스넥스,"서구 상무중앙로 110 , 지하1층 (치평동, 우체국보험광주회관)",062-455-7700,,광주광역시,서구,서구청_착한가게
545,기타(여행사),(주)송광관광전세여행사,"서구 마륵로 68 , 2층 (마륵동)",062-383-1133,,광주광역시,서구,서구청_착한가게
546,음식점,가온나주곰탕,서구 마륵로 98 (치평동),062-376-1101,,광주광역시,서구,서구청_착한가게
547,음식점,고려조삼계탕상무점,"서구 상무번영로 4 , 2층 (치평동)",062-371-8886,,광주광역시,서구,서구청_착한가게
548,음식점,광주밥집,"서구 상무화원로11번길 8 , 1층 광주밥집 (치평동)",062-376-0050,,광주광역시,서구,서구청_착한가게
549,기타(사무소),김길수세무회계사무소,"서구 상무대로 915, 3층 (치평동)",062-381-7788,,광주광역시,서구,서구청_착한가게
550,기타(사무소),더드림행정사사무소,"서구 시청서편로4번길 10-1 , 2층 (치평동)",062-372-1101,,광주광역시,서구,서구청_착한가게
551,기타(이미용),동양휘트니스사우나,"서구 마륵복개로 91 , (마륵동, DY빌딩)",062-384-0100,,광주광역시,서구,서구청_착한가게
552,중소기업,목송산업개발(주),"서구 무진대로 567 , 목송산업개발(주) (덕흥동)",062-383-1482,,광주광역시,서구,서구청_착한가게
553,음식점,미풍해장국상무점,"서구 시청로20번길 11 , (치평동)",062-373-7730,,광주광역시,서구,서구청_착한가게
554,기타(교육기관),삼성영어미래학원,"서구 치평로 77 (치평동, 중흥아파트) 상가 2층 (상가동)",062-385-3338,,광주광역시,서구,서구청_착한가게
555,중소기업,세동산업,"서구 상무자유로 14 , 세동산업 (치평동)",062-374-9309,,광주광역시,서구,서구청_착한가게
556,의료기관,이&한치과,서구 치평로 30 (치평동),062-384-2872,,광주광역시,서구,서구청_착한가게
557,기타(식료품),조광식품,서구 마륵복개로 68-22,062-373-6114,,광주광역시,서구,서구청_착한가게
558,기타(복지용구),토마토의료기,"서구 내방로398번길 5 , (농성동)",062-447-4747,,광주광역시,서구,서구청_착한가게
559,기타(웨딩홀),JS웨딩홀,서구 상무자유로 27 (치평동),062-385-7011,,광주광역시,서구,서구청_착한가게
560,기타(웨딩홀),데일리웨딩컨벤션센터,서구 상무대로683 (치평동),062-371-3500,,광주광역시,서구,서구청_착한가게
561,음식점,만조성,서구 상무공원로 14 (치평동),062-383-8333,,광주광역시,서구,서구청_착한가게
562,기타(임대),타워펠리스주차장,서구 치평동 1298-1,,,광주광역시,서구,서구청_착한가게
563,음식점,명품상무팥죽,"서구 마륵로 100, 1층 상무팥죽 (치평동)",062-385-5711,,광주광역시,서구,서구청_착한가게
564,음식점,노포집,"서구 시청서편로 12번길 14, 1층 돈탄정 (치평동)",,,광주광역시,서구,서구청_착한가게
565,음식점,찌개로 한식당,서구 원마륵1길 12-11 (치평동),062-384-8281,,광주광역시,서구,서구청_착한가게
566,중소기업,(주)사닥다리건설,"서구 시청로 92, 101동 1702호(치평동, 유탑 유블레스 트윈시티)",062-382-0011,,광주광역시,서구,서구청_착한가게
567,중소기업,정다운기프트,"광주광역시 북구 자미로 6번길 26-1, 301호 (치평동)",062-232-8855,,광주광역시,서구,서구청_착한가게
568,음식점,광주데코,서구 상무자유로 14 (치평동),062-374-9309,,광주광역시,서구,서구청_착한가게
569,음식점,온다방 상무점,"서구 시청서편로4번길 19-15, 나노스빌 1층 (치평동)",062-373-3272,,광주광역시,서구,서구청_착한가게
570,음식점,라임반찬 상무점,"서구 치평로 18, 108호 (치평동)",062-385-3669,,광주광역시,서구,서구청_착한가게
571,음식점,장봐주는 언니(세정아울렛점),서구 마륵로 132 (치평동),,,광주광역시,서구,서구청_착한가게
572,의료기관,닥터스피부과 상무점,"서구 상무중앙로 42, 7층 (치평동)",062-716-0757,,광주광역시,서구,서구청_착한가게
573,음식점,고향소갈비찜 상무룸식당,서구 상무연하로 66 (치평동),062-383-2258,,광주광역시,서구,서구청_착한가게
574,의료기관,상무스타치과병원,"서구 상무중앙로 58, 7층 (치평동)",062-367-8889,,광주광역시,서구,서구청_착한가게
575,기타(복지기관),한결재가복지센터,"서구 운천로 247, 스타타워 1213호 (치평동)",062-385-3305,,광주광역시,서구,서구청_착한가게
576,중소기업,(유)행복을 나누는 도시락,서구 구룡길 20 (용두동),062-384-3184,,광주광역시,서구,서구청_착한가게
577,기타(협동조합),청소박사협동조합,서구 계수로 51번길 6-1 (쌍촌동),062-371-3029,,광주광역시,서구,서구청_착한가게
578,음식점,초원칡냉면,"서구 상무공원로 11, 1층 초원칡냉면",062-371-8181,,광주광역시,서구,서구청_착한가게
579,의료기관,모더나약국,"서구 상무자유로 179, 프레지아빌딩 1층 105호 모더나약국",062-382-0508,,광주광역시,서구,서구청_착한가게
580,음식점,고향보쌈칼국수 상무본점,"서구 상무자유로 180, 1층 고향보쌈칼국수 상무본점",062-375-9053,,광주광역시,서구,서구청_착한가게
581,음식점,대게수산,"서구 상무대로695번길 1, 대게수산 (마륵동)",062-383-0223,,광주광역시,서구,서구청_착한가게
582,기타(사무소),법률사무소소율,서구 상무연하로 112 제갈량빌딩 B동 109호 (치평동),062-371-5072,,광주광역시,서구,서구청_착한가게
583,기타(사무소),정수세무회계,서구 상무화원로32번길 25-6 (치평동),062-716-0090,,광주광역시,서구,서구청_착한가게
584,기타(사무소),법무사김여원,"서구 시청로96번길 12, 1028호 (치평동)",062-372-5382,,광주광역시,서구,서구청_착한가게
585,음식점,대명식육식당,"서구 상무공원로 13, 1층 대명식육식당 (치평동)",062-376-2112,,광주광역시,서구,서구청_착한가게
586,중소기업,(주)나우메디파머,"광주광역시 북구 첨단과기로208번길 43-22, 306호",062-975-0470,,광주광역시,서구,서구청_착한가게
587,음식점,행복나무떡집,"서구 치평로 77, 중흥아파트 2차 상가 110호",,,광주광역시,서구,서구청_착한가게
588,기타(사무소),박도영부동산,서구 시청서편로4번길 13(3층),없음,,광주광역시,서구,서구청_착한가게
589,음식점(카페),라떼라라,"서구 내방로 33, 201호 라떼라라",062-400-1562,,광주광역시,서구,서구청_착한가게
590,기타(주점),애플노래방,서구 시청서편로4번길 13(2층),062-376-9993,,광주광역시,서구,서구청_착한가게
591,음식점,아주커치킨 상무1점,서구 시청서편로4번길 13(1층),0507-1493-8876,,광주광역시,서구,서구청_착한가게
592,음식점(카페),아사커피,서구 시청서편로 8번길 10,062-375-5999,,광주광역시,서구,서구청_착한가게
